# train_loss,train_accuracy
7.003360986709594727e-01,7.400000095367431641e-01
7.169649600982666016e-01,5.600000023841857910e-01
7.310618162155151367e-01,5.199999809265136719e-01
6.984319090843200684e-01,4.799999892711639404e-01
7.427564263343811035e-01,4.799999892711639404e-01
7.137808203697204590e-01,6.399999856948852539e-01
7.267684340476989746e-01,5.600000023841857910e-01
6.925721168518066406e-01,6.200000047683715820e-01
7.237952351570129395e-01,5.199999809265136719e-01
7.065751552581787109e-01,5.400000214576721191e-01
7.407330274581909180e-01,5.799999833106994629e-01
6.970000267028808594e-01,6.600000262260437012e-01
7.118698954582214355e-01,5.400000214576721191e-01
7.229641675949096680e-01,5.400000214576721191e-01
7.004340887069702148e-01,5.199999809265136719e-01
7.476246953010559082e-01,5.000000000000000000e-01
6.821922063827514648e-01,6.999999880790710449e-01
7.171550393104553223e-01,5.400000214576721191e-01
7.325100302696228027e-01,5.600000023841857910e-01
6.954467892646789551e-01,5.600000023841857910e-01
7.450452446937561035e-01,5.000000000000000000e-01
6.935626864433288574e-01,7.200000286102294922e-01
7.351596355438232422e-01,5.400000214576721191e-01
6.969306468963623047e-01,6.000000238418579102e-01
7.140501737594604492e-01,4.600000083446502686e-01
7.082149386405944824e-01,5.600000023841857910e-01
7.272047996520996094e-01,6.000000238418579102e-01
6.821438670158386230e-01,7.200000286102294922e-01
7.253237962722778320e-01,5.199999809265136719e-01
7.128931879997253418e-01,5.400000214576721191e-01
7.044976353645324707e-01,5.400000214576721191e-01
7.376891970634460449e-01,5.199999809265136719e-01
6.875007748603820801e-01,7.200000286102294922e-01
7.119003534317016602e-01,5.600000023841857910e-01
7.197221517562866211e-01,6.000000238418579102e-01
6.949498057365417480e-01,5.400000214576721191e-01
7.418348193168640137e-01,5.000000000000000000e-01
6.729893088340759277e-01,7.200000286102294922e-01
7.442182302474975586e-01,5.600000023841857910e-01
7.111582756042480469e-01,5.600000023841857910e-01
7.063719034194946289e-01,5.000000000000000000e-01
7.072567939758300781e-01,5.799999833106994629e-01
7.122148871421813965e-01,6.399999856948852539e-01
6.888946294784545898e-01,7.200000286102294922e-01
7.297323346138000488e-01,5.600000023841857910e-01
7.046717405319213867e-01,5.600000023841857910e-01
6.977224349975585938e-01,5.799999833106994629e-01
7.310326099395751953e-01,5.799999833106994629e-01
6.831949353218078613e-01,7.400000095367431641e-01
7.071236968040466309e-01,6.000000238418579102e-01
7.301117181777954102e-01,5.400000214576721191e-01
6.834626793861389160e-01,5.799999833106994629e-01
7.528105974197387695e-01,4.799999892711639404e-01
6.475787758827209473e-01,8.199999928474426270e-01
7.604914307594299316e-01,5.199999809265136719e-01
7.026320695877075195e-01,6.200000047683715820e-01
7.008199095726013184e-01,5.400000214576721191e-01
7.106530070304870605e-01,5.600000023841857910e-01
6.972466111183166504e-01,6.600000262260437012e-01
7.050991654396057129e-01,6.600000262260437012e-01
7.291982769966125488e-01,5.400000214576721191e-01
6.997268795967102051e-01,6.200000047683715820e-01
7.096331715583801270e-01,5.199999809265136719e-01
7.019041180610656738e-01,6.600000262260437012e-01
6.842643022537231445e-01,7.200000286102294922e-01
7.159979939460754395e-01,5.799999833106994629e-01
7.288156151771545410e-01,5.199999809265136719e-01
6.700556278228759766e-01,6.000000238418579102e-01
7.396751642227172852e-01,5.600000023841857910e-01
6.422373056411743164e-01,7.799999713897705078e-01
7.651032209396362305e-01,5.199999809265136719e-01
7.161461114883422852e-01,6.000000238418579102e-01
6.979818940162658691e-01,5.799999833106994629e-01
6.979426145553588867e-01,5.799999833106994629e-01
6.646414995193481445e-01,7.400000095367431641e-01
7.049003243446350098e-01,6.399999856948852539e-01
7.328597307205200195e-01,5.400000214576721191e-01
6.878821253776550293e-01,6.000000238418579102e-01
7.127856016159057617e-01,5.799999833106994629e-01
6.480649113655090332e-01,6.999999880790710449e-01
7.595441341400146484e-01,5.600000023841857910e-01
7.329257130622863770e-01,5.199999809265136719e-01
7.535794973373413086e-01,5.199999809265136719e-01
6.882910728454589844e-01,6.000000238418579102e-01
7.247827053070068359e-01,5.199999809265136719e-01
6.334573030471801758e-01,8.399999737739562988e-01
7.501935958862304688e-01,5.000000000000000000e-01
7.027791142463684082e-01,6.200000047683715820e-01
7.223399281501770020e-01,4.199999868869781494e-01
7.140020728111267090e-01,5.600000023841857910e-01
6.755163073539733887e-01,6.800000071525573730e-01
7.033612132072448730e-01,6.200000047683715820e-01
7.266330122947692871e-01,5.600000023841857910e-01
7.095363140106201172e-01,5.600000023841857910e-01
7.011305093765258789e-01,5.799999833106994629e-01
6.953400373458862305e-01,6.600000262260437012e-01
6.782388091087341309e-01,7.400000095367431641e-01
